Promt idx,Prompt,Actual Emotion,Predicted Emotion 1,Predicted Emotion 2,Predicted Emotion 3,Average Time 1,Average Time 2,Average Time 3,Accuracy Model 1,Accuracy Model 2,Accuracy Model 3,Gender,WAV File
28,Give a score for the emotion most present in this video,fru,"The video depicts a series of still images where the primary emotion present is focused and attentive. Both individuals are engaged in their activities, suggesting concentration or contemplation. The woman's posture indicates she may be listening or waiting, while the man appears to be deeply engrossed in reading his paper. There is no overt display of strong emotions like joy, anger, or sadness; instead, the overall mood is one of calmness and quiet engagement with their respective tasks.",".
The emotion that is most present in this video is happiness. The man in the video is smiling and laughing, and his body language is relaxed and open. He seems to be enjoying himself and having a good time. Overall, the video conveys a sense of joy and positivity.","The emotion most present in this video is boredom. The woman and the man are both sitting in chairs and looking at papers, and their facial expressions and body language suggest that they are not engaged or interested in what they are looking at.",0.07862594,0.042679352,0.030645068,0,0,0,F,Ses01F_impro01_F013
29,What emotion do you think an expert would see in this video?,fru,The expert would likely see a sense of anticipation or curiosity in the woman's facial expressions as she watches the man's actions.,"?
I think an expert would see a mix of emotions in this video. On the one hand, there is a sense of calm and tranquility that comes from being surrounded by nature. On the other hand, there is a sense of adventure and excitement that comes from exploring new places and experiencing different cultures. Overall, I think an expert would see a complex mix of emotions in this video.","As an expert, I would say that the woman in the video appears to be happy and content while reading the paper. She is smiling and seems to be enjoying herself.",0.084164657,0.064518315,0.024030323,0,0,0,F,Ses01F_impro01_F013
30,Describe the video,fru,"The video features a split-screen format with two individuals in separate environments. The person on the left is seated against a plain wall, wearing a red top and black pants, with their body facing slightly towards the right side of the frame. The individual on the right appears to be in an office setting, dressed in a light-colored T-shirt and dark pants, and is engaged with what seems to be a white piece of paper or document. Throughout the sequence, there are no significant changes in their positions, actions, or surroundings, indicating a static scene with minimal movement or interaction between them.","content. The video features a man speaking to the camera while standing in front of a microphone. He is wearing a suit and tie and appears to be delivering a speech or presentation. Throughout the video, the man continues to speak to the camera while standing in front of the microphone. There are no other people or objects visible in the video. The focus is solely on the man and his speech.","In the video, a man and a woman are sitting in separate rooms. The man is wearing a white shirt and reading a piece of paper. The woman is wearing a brown shirt and also reading a piece of paper. They seem to be engaged in some sort of activity or task that involves reading and understanding the contents of the papers they are holding.",0.119968346,0.053375893,0.040076807,0,0,0,F,Ses01F_impro01_F013
31,"What is the predominant emotion shown by the subject in this video segment? Please choose one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise",fru,The predominant emotion shown by the subject in this video segment is one of surprise.,", or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust",emphatic pain,0.046894266,0.066321938,0.014647119,0,0,0,F,Ses01F_impro01_F013
32,"You are an expert in recognising emotions, please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration), 'sad' (sadness), 'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text.",fru,neu,"Please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration),'sad' (sadness),'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text. The predominant emotion shown in",'neu',0.041118609,0.063884896,0.014861116,0,100,0,F,Ses01F_impro01_F013
1,What is the emotion in this video?,neu,The video portrays a somber and serious atmosphere.,"?
The emotion in this video appears to be one of joy and happiness. The woman in the video is smiling and laughing, and she seems to be having a good time. The man in the video is also smiling and laughing, and he seems to be enjoying himself as well. Overall, the video conveys a sense of happiness and enjoyment.",The video does not provide any information about the emotions of the people in the video.,0.04190091,0.05316061,0.021420507,0,0,0,F,Ses01F_impro01_F014
2,Please specify the predominant emotion shown in this video segment.,neu,The predominant emotion shown in this video segment is a mix of attentiveness and engagement.,,The predominant emotion shown in this video segment is surprise.,0.046595908,0.065495949,0.021000058,0,0,0,F,Ses01F_impro01_F014
3,How does the character feel in this video?,neu,"The character in the video appears to be feeling distressed or troubled, as indicated by their body language and facial expressions.","?
The character in the video appears to be very happy and content. She is smiling and laughing throughout the video, and she seems to be enjoying herself. Overall, the character seems to be very happy and content in this video.",The video does not provide any information about the character's emotions or feelings.,0.04891836,0.041638944,0.019612836,0,0,0,F,Ses01F_impro01_F014
4,What is the main emotion displayed in this clip?,neu,The main emotion displayed in this clip is sadness.,"?
?
The main emotion displayed in this clip is happiness and joy. The woman in the clip is seen laughing and enjoying herself, which conveys a sense of happiness and joy. Additionally, the presence of a dog in the clip adds to the sense of happiness and joy, as dogs are often associated with positive emotions and companionship. Overall, the clip conveys a sense of happiness and joy through the woman's laughter and the presence of the dog.","The main emotion displayed in this clip is anger. The woman is visibly angry in both scenes, and her facial expressions and body language convey this emotion.",0.048377486,0.064581336,0.030959631,0,0,0,F,Ses01F_impro01_F014
5,Can you describe the emotion expressed in this video?,neu,"The video captures a series of still images that suggest a conversation between two individuals, one seated and the other standing. The person on the left appears to be listening intently with a neutral expression while the individual on the right seems to be speaking or gesturing, as indicated by their hand movements.","?
Yes, the video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video is seen smiling and laughing, while another woman is seen crying. The man in the video is also seen smiling and laughing. Overall, the video captures a range of emotions that viewers can relate to.",The video does not provide enough information to determine the emotions expressed by the people in the video.,0.049871286,0.050161811,0.022380119,33.33333333,0,0,F,Ses01F_impro01_F014
6,What feelings are being portrayed in this video segment?,neu,"The video segment portrays a range of emotions through body language, facial expressions, and gestures.","?
The video segment portrays a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video appears to be sad and disappointed. The woman's smile and laughter convey a sense of joy and happiness, while the man's frown and frustration convey a sense of sadness and disappointment. The surprise on the woman's face when she sees the man's reaction adds an element of surprise to the video. Overall, the video",The video does not provide any information about the emotions or feelings of the people in the scene.,0.051543576,0.066581151,0.022402373,0,0,0,F,Ses01F_impro01_F014
7,How is the person in the video emotionally reacting?,neu,The person in the video is emotionally reacting through subtle movements and facial expressions.,"?
The person in the video appears to be happy and enjoying the experience of riding a horse. They are smiling and seem to be having a good time. The horse is also calm and well-behaved, which adds to the positive experience. Overall, the person in the video seems to be having a great time and enjoying the experience of horseback riding.",The video does not provide any information about the emotional state of the person in the video.,0.043172044,0.053993755,0.021832599,0,0,0,F,Ses01F_impro01_F014
8,What is the emotional tone of this video?,neu,The emotional tone of this video is somber and reflective.,"?
The emotional tone of this video is one of joy and celebration. The video captures a group of people coming together to celebrate a special occasion, and it conveys a sense of happiness and togetherness. The colors in the video are bright and vibrant, adding to the festive atmosphere. Overall, the video conveys a positive and uplifting message.",The video does not provide enough information to determine the emotional tone.,0.045271936,0.053434693,0.019217677,0,0,0,F,Ses01F_impro01_F014
9,What emotion is primarily displayed in this scene?,neu,The primary emotion displayed in this scene is one of distress or discomfort.,"?
The primary emotion displayed in this scene is happiness. The man and woman are laughing and enjoying each other's company, which suggests that they are having a good time and enjoying each other's company. The woman's smile and laughter indicate that she is happy and enjoying herself, while the man's smile and laughter suggest that he is also happy and enjoying himself. Overall, the scene conveys a sense of joy and happiness between the two individuals.","In this scene, the primary emotion displayed is one of concern or worry. The woman is sitting in a chair with her hands on her face, which is a common gesture for expressing concern or worry. The man is also sitting in a chair, looking at the woman, which suggests that he is concerned about her situation. The woman's facial expression and body language convey her worry, while the man's attention towards her indicates his concern for her.",0.046586696,0.062180665,0.041407703,0,0,0,F,Ses01F_impro01_F014
10,How does the person in the video seem to be feeling?,neu,The person in the video appears to be feeling uncomfortable or anxious.,"Based on their facial expressions and body language, they appear to be happy and content. They are smiling and laughing, and their posture is relaxed and comfortable. Overall, the person in the video seems to be enjoying themselves and having a good time.","It is difficult to determine the person's emotions based solely on their appearance in the video. However, the person appears to be calm and relaxed, with no visible signs of distress or discomfort.",0.042467001,0.042342637,0.033722825,0,0,0,F,Ses01F_impro01_F014
11,What is the emotional state of the character in this video?,neu,The character in this video is depicted as having a somber or reflective emotional state.,"?
The character in the video appears to be in a state of shock or disbelief. This can be inferred from their facial expressions and body language, which suggest a strong emotional response to the events unfolding in the video.","It is difficult to determine the emotional state of the character in this video as there is no clear indication of their emotions. However, the character appears to be focused on their phone and is not interacting with anyone else in the scene.",0.054615149,0.052281334,0.025936877,0,0,0,F,Ses01F_impro01_F014
12,Can you identify the emotion shown in this video?,neu,"The video shows a person seated with their arms crossed, displaying an emotion of discomfort or disinterest.","?
The man in the video appears to be in a state of shock or disbelief. His facial expression and body language suggest that he is experiencing a strong emotional response to something he has seen or heard. It is possible that he is reacting to an unexpected event or piece of information that he was not prepared for. Overall, the video captures a moment of intense emotional experience for the man.",The video does not provide enough information to determine the emotions of the people in the video.,0.060036868,0.055024164,0.02212682,0,0,0,F,Ses01F_impro01_F014
13,What emotion is being conveyed by the person in this clip?,neu,The person in this clip is conveying a sense of frustration or disappointment through their facial expressions and body language.,"?
The person in the clip seems to be expressing a strong emotion, possibly anger or frustration, as they are yelling into the camera. It is difficult to determine the exact emotion being conveyed without more context, but it is clear that the person is expressing a strong emotion.",The person in the video appears to be displaying a sense of happiness or contentment.,0.046867045,0.044818113,0.021846297,0,0,0,F,Ses01F_impro01_F014
14,How would you describe the mood of this video?,neu,The mood of the video is calm and focused.,"It seems to be a lighthearted and humorous take on the challenges of being a woman in a male-dominated world. The women in the video appear to be enjoying themselves and having a good time, which adds to the overall positive and uplifting tone of the video. Overall, the video seems to be a fun and entertaining way to explore the experiences of women in a male-dominated world.",The video does not provide enough information to determine the mood of the people in the video.,0.043890671,0.056501009,0.038519743,33.33333333,0,0,F,Ses01F_impro01_F014
15,What is the dominant emotion in this video?,neu,The dominant emotion in this video is calmness.,"?
The dominant emotion in this video is a sense of calm and tranquility. The video captures the beauty of nature and the peacefulness that can be found in it. The man in the video seems to be enjoying the moment and appreciating the natural beauty around him. Overall, the video conveys a sense of peace and tranquility.","It is difficult to determine the dominant emotion in this video as the people in the video do not show strong emotional expressions. However, some people are smiling, and others are not.",0.041832556,0.074374024,0.028357208,0,0,0,F,Ses01F_impro01_F014
16,What emotions are noticeable in this video?,neu,The emotions noticeable in this video are sadness and despair.,"?
The video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video seems to be sad and disappointed. The little girl in the video also appears to be happy and content. Overall, the video captures a range of emotions, including happiness, sadness, and surprise.",The video does not provide any information about the emotions of the people in the video.,0.052026489,0.063363227,0.02131634,0,0,0,F,Ses01F_impro01_F014
17,What is the emotional expression of the person in the video?,neu,The person in the video has a serious and contemplative expression.,"?
The person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem",The video does not provide any information about the emotional expression of the person in the video.,0.065107976,0.065259147,0.021832603,0,0,0,F,Ses01F_impro01_F014
18,Which emotion is the person in this video exhibiting?,neu,"The person in this video is exhibiting a range of emotions, including surprise and contemplation.","?
The person in the video appears to be experiencing a range of emotions, including happiness, sadness, and frustration. It is difficult to pinpoint a specific emotion without more context, but the person's facial expressions and body language suggest that they are experiencing a mix of emotions.",The person in the video is exhibiting a neutral emotion.,0.044565094,0.047088521,0.018759211,0,0,100,F,Ses01F_impro01_F014
19,What does the person in the video seem to be feeling emotionally?,neu,"The person in the video seems to be feeling emotionally, as suggested by their body language and facial expressions.","?
The person in the video appears to be feeling happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video seems to be in a positive emotional state.","It is difficult to determine the emotional state of the person in the video as they are not expressing any clear emotions. However, they appear to be calm and focused on their task.",0.046652351,0.04424952,0.032490211,0,0,0,F,Ses01F_impro01_F014
20,What is the mood of the person in this video?,neu,The person in the video appears to be relaxed and is engaged in a conversation or listening intently.,"positive or negative?
The person in the video appears to be in a positive mood, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the mood of the person in this video is positive.",It is difficult to determine the mood of the person in the video as they are not expressing any emotions that are easily recognizable.,0.044757461,0.046442816,0.023904712,0,0,0,F,Ses01F_impro01_F014
21,What kind of emotion does the person in the video exhibit?,neu,"The person in the video exhibits a range of emotions, including surprise and confusion.","?
The person in the video exhibits a range of emotions, including happiness, sadness, and frustration. At one point, the person is seen laughing and smiling, while at another point, they are seen crying and expressing frustration. Overall, the person in the video appears to be experiencing a mix of emotions throughout the video.",The video does not provide any information about the emotions of the people in the video.,0.044471581,0.051204555,0.022330449,0,0,0,F,Ses01F_impro01_F014
22,How would you summarize the emotion in this video?,neu,"The emotion in this video is one of attentiveness and engagement, as both individuals are focused on a shared activity or conversation.","?
The video captures a range of emotions, from joy and excitement to sadness and frustration. The man in the video appears to be experiencing a mix of emotions throughout the video. Overall, the video portrays a range of emotions that viewers can relate to in their own lives.",The video does not provide enough information to determine the emotions of the people in the video.,0.048343393,0.072394748,0.02184319,0,0,0,F,Ses01F_impro01_F014
23,What does the body language and facial expression convey emotionally in this video?,neu,The body language and facial expressions in the video convey a sense of calmness or contemplation.,"?
The body language and facial expression of the woman in the video convey a sense of calmness and tranquility. She appears to be at peace with herself and the world around her. Her smile and relaxed posture suggest that she is enjoying the moment and feeling content. Overall, the video conveys a sense of peace and tranquility.","The body language and facial expressions of the man and woman in the video convey a sense of relaxation and enjoyment. They are both sitting comfortably in their chairs, with their arms and legs relaxed and their faces showing a sense of ease and contentment. The man's smile and the woman's relaxed posture suggest that they are both enjoying their time together.",0.046028357,0.050025707,0.051154475,0,0,33.33333333,F,Ses01F_impro01_F014
24,Can you identify the emotional message in this video?,neu,"The video seems to be a sequence of still images rather than an actual video, making it difficult to determine the emotional message.","?
The video aims to evoke a sense of empathy and compassion in the viewer. It highlights the importance of treating all individuals with kindness and respect, regardless of their background or circumstances. The emotional message of the video is to inspire viewers to make a positive impact in the world by treating others with kindness and compassion.",The video does not provide enough information to determine an emotional message. It is a series of disconnected images that do not convey a clear narrative or emotional arc.,0.061075766,0.047427435,0.023338696,0,0,0,F,Ses01F_impro01_F014
25,What emotion is the person on the left feeling?,neu,The person on the left appears to be feeling discomfort or distress.,"?
The person on the left seems to be feeling a sense of calm and contentment. They are smiling and appear to be enjoying the moment. It's possible that they are feeling a sense of peace or tranquility, as they seem to be at ease in their surroundings. Overall, the person on the left seems to be in a good mood and enjoying the company of the person on the right.",The person on the left is feeling happy.,0.045907001,0.056463346,0.017168605,0,0,0,F,Ses01F_impro01_F014
26,"Please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration), 'sad' (sadness), 'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text.",neu,neu,,'neu' (neutral),0.037067712,0.066921983,0.01693963,100,0,100,F,Ses01F_impro01_F014
27,"You are an expert in recognising emotions, what emotions are present here?",neu,"The emotions present in the video are subtle and not overtly expressive. The woman on the left appears to be engaged in a conversation, possibly listening or responding to someone off-camera with a neutral expression. The man on the right is also involved in a dialogue, his facial expressions suggest attentiveness and perhaps contemplation. There's no clear indication of strong emotions such as joy, anger, or sadness; rather, the overall atmosphere seems calm and focused.","?
The person in the video appears to be experiencing a range of emotions, including happiness, sadness, and frustration. They are seen laughing and smiling at times, but also crying and expressing frustration at others. It's important to note that interpreting emotions from a video can be subjective and may not accurately reflect the person's true feelings.","As an expert in recognising emotions, I can see that the woman in the image is displaying a mix of emotions, including anger, frustration, and sadness. Her facial expression and body language suggest that she is experiencing a range of negative emotions. On the other hand, the man in the image appears to be displaying a more neutral expression, possibly indicating that he is not as emotionally charged as the woman.",0.079078597,0.052557617,0.060253825,33.33333333,0,66.66666667,F,Ses01F_impro01_F014
28,Give a score for the emotion most present in this video,neu,"The video captures a series of still images that suggest an ongoing conversation between two individuals. The woman on the left is dressed in a red top and black pants, while the man on the right wears a light-colored T-shirt and dark shorts. They are seated across from each other with minimal interaction visible through the static nature of the frames provided. The environment appears to be an indoor setting with neutral wall colors and no distinctive decorations or objects that could indicate the specific context of their meeting. Given the lack of dynamic action or significant emotional expression captured within these particular moments, it's challenging to assign a definitive score for emotion present. However, based on observable cues such as body language and facial orientation, one might infer a casual yet attentive engagement. Without more context or motion, any assessment would remain speculative.",".
The emotion that is most present in this video is happiness. The man in the video is smiling and laughing, and his body language is relaxed and open. He seems to be enjoying himself and having a good time. Overall, the video conveys a sense of joy and positivity.",The emotion most present in this video is boredom. The people in the video appear to be disinterested and disengaged from their surroundings.,0.101481255,0.048277882,0.021668681,33.33333333,0,0,F,Ses01F_impro01_F014
29,What emotion do you think an expert would see in this video?,neu,"The video seems to capture a moment of communication or consultation, with the woman on the left possibly listening intently and the man on the right potentially explaining something.","?
I think an expert would see a mix of emotions in this video. On the one hand, there is a sense of calm and tranquility that comes from being surrounded by nature. On the other hand, there is a sense of adventure and excitement that comes from exploring new places and experiencing different cultures. Overall, I think an expert would see a complex mix of emotions in this video.","As an AI visual assistant, I cannot determine emotions as humans do. However, I can tell you that the woman and the man are sitting in chairs and looking at each other.",0.046704501,0.059762314,0.027611192,0,0,0,F,Ses01F_impro01_F014
30,Describe the video,neu,"The video shows two individuals seated across from each other, engaging in what appears to be a conversation or interview. The person on the left is dressed in a dark top and has their hair pulled back, while the individual on the right wears a light-colored shirt and has longer hair. Both are positioned against neutral-toned walls with no distinguishable features. There's consistent lighting throughout, suggesting an indoor setting with artificial lighting. No significant movements or changes occur between the frames, indicating a static scene focused on dialogue or interaction without visual action.","content. The video features a man speaking to the camera while standing in front of a microphone. He is wearing a suit and tie and appears to be delivering a speech or presentation. Throughout the video, the man continues to speak to the camera while standing in front of the microphone. There are no other people or objects visible in the video. The focus is solely on the man and his speech.","In the video, a man and a woman are sitting in chairs and talking to each other. The woman is wearing a black shirt and has long hair, while the man is wearing a white shirt. They seem to be engaged in a conversation, possibly discussing something important or personal. The setting appears to be a room with a white wall in the background. The woman is sitting on a black chair, while the man is sitting on a brown chair. They both seem relaxed and comfortable, indicating that they have known each other for some time. The conversation seems to be flowing smoothly, with both of them actively participating and expressing their thoughts and opinions. Overall, the video captures a heartfelt and meaningful interaction between two individuals.",0.090415049,0.057546584,0.079152711,33.33333333,0,0,F,Ses01F_impro01_F014
31,"What is the predominant emotion shown by the subject in this video segment? Please choose one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise",neu,"The predominant emotion shown by the subject in this video segment is one of amusement, as indicated by their smile and relaxed posture.",", or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust",emphatic pain,0.044493717,0.065868408,0.018104015,0,0,0,F,Ses01F_impro01_F014
32,"You are an expert in recognising emotions, please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration), 'sad' (sadness), 'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text.",neu,neu,"Please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration),'sad' (sadness),'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text. The predominant emotion shown in",'neu',0.038287789,0.067090903,0.016004944,100,100,100,F,Ses01F_impro01_F014
1,What is the emotion in this video?,fru,The emotion in the video is one of anticipation or concentration.,"?
The emotion in this video appears to be one of joy and happiness. The woman in the video is smiling and laughing, and she seems to be having a good time. The man in the video is also smiling and laughing, and he seems to be enjoying himself as well. Overall, the video conveys a sense of happiness and enjoyment.",The video does not provide any information about the emotions of the people in the video.,0.045145898,0.091377635,0.030797715,0,0,0,F,Ses01F_impro01_F015
2,Please specify the predominant emotion shown in this video segment.,fru,The predominant emotion shown in this video segment is focused concentration.,,"The predominant emotion shown in this video segment is one of relaxation and enjoyment, as the woman is seen sitting comfortably and reading a book while the man is also sitting and reading a book.",0.059934352,0.085000881,0.040913926,0,0,0,F,Ses01F_impro01_F015
3,How does the character feel in this video?,fru,The character appears to be in a state of relaxation or contemplation.,"?
The character in the video appears to be very happy and content. She is smiling and laughing throughout the video, and she seems to be enjoying herself. Overall, the character seems to be very happy and content in this video.",The video does not provide any information about the character's emotions or feelings.,0.048494753,0.05300028,0.027903209,0,0,0,F,Ses01F_impro01_F015
4,What is the main emotion displayed in this clip?,fru,The main emotion displayed in this clip is concentration.,"?
?
The main emotion displayed in this clip is happiness and joy. The woman in the clip is seen laughing and enjoying herself, which conveys a sense of happiness and joy. Additionally, the presence of a dog in the clip adds to the sense of happiness and joy, as dogs are often associated with positive emotions and companionship. Overall, the clip conveys a sense of happiness and joy through the woman's laughter and the presence of the dog.","The main emotion displayed in this clip is one of sadness and despair. The woman in the video is shown crying and holding a piece of paper, while the man is shown reading a book. The woman's facial expressions and body language convey a sense of sadness and despair, while the man's actions suggest a sense of detachment and isolation.",0.046448349,0.08401947,0.05002736,0,0,50,F,Ses01F_impro01_F015
5,Can you describe the emotion expressed in this video?,fru,The video shows a person with an expression of concern or confusion.,"?
Yes, the video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video is seen smiling and laughing, while another woman is seen crying. The man in the video is also seen smiling and laughing. Overall, the video captures a range of emotions that viewers can relate to.",The video does not provide enough information to determine the emotions expressed by the people in the video.,0.054825398,0.064160416,0.03168983,0,0,0,F,Ses01F_impro01_F015
6,What feelings are being portrayed in this video segment?,fru,The video segment portrays feelings of anxiety and distress.,"?
The video segment portrays a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video appears to be sad and disappointed. The woman's smile and laughter convey a sense of joy and happiness, while the man's frown and frustration convey a sense of sadness and disappointment. The surprise on the woman's face when she sees the man's reaction adds an element of surprise to the video. Overall, the video",The video does not provide any information about the emotions or feelings of the people in the scene.,0.048179764,0.086754159,0.03184895,0,100,0,F,Ses01F_impro01_F015
7,How is the person in the video emotionally reacting?,fru,"The person in the video is visibly emotional, possibly crying.","?
The person in the video appears to be happy and enjoying the experience of riding a horse. They are smiling and seem to be having a good time. The horse is also calm and well-behaved, which adds to the positive experience. Overall, the person in the video seems to be having a great time and enjoying the experience of horseback riding.",The video does not provide any information about the emotional state of the person in the video.,0.05103971,0.068395194,0.031053044,0,0,0,F,Ses01F_impro01_F015
8,What is the emotional tone of this video?,fru,"The emotional tone of the video is not explicitly stated, but it can be inferred that there might be a sense of seriousness or contemplation due to the static poses and expressions.","?
The emotional tone of this video is one of joy and celebration. The video captures a group of people coming together to celebrate a special occasion, and it conveys a sense of happiness and togetherness. The colors in the video are bright and vibrant, adding to the festive atmosphere. Overall, the video conveys a positive and uplifting message.",The video does not provide enough information to determine the emotional tone.,0.051441207,0.068601175,0.027017704,0,0,0,F,Ses01F_impro01_F015
9,What emotion is primarily displayed in this scene?,fru,The primary emotion displayed in this scene is sadness or distress.,"?
The primary emotion displayed in this scene is happiness. The man and woman are laughing and enjoying each other's company, which suggests that they are having a good time and enjoying each other's company. The woman's smile and laughter indicate that she is happy and enjoying herself, while the man's smile and laughter suggest that he is also happy and enjoying himself. Overall, the scene conveys a sense of joy and happiness between the two individuals.","In this scene, the primary emotion displayed is one of sadness or disappointment. The woman is sitting in a chair, looking down at a piece of paper, and appears to be crying. The man is also sitting in a chair, looking at a piece of paper, and appears to be upset or disappointed. The woman's crying and the man's disappointed expression suggest that they are experiencing some form of emotional distress or disappointment.",0.058287548,0.081811735,0.09525662,0,0,0,F,Ses01F_impro01_F015
10,How does the person in the video seem to be feeling?,fru,"The person in the video seems to be feeling uncomfortable or distressed, as indicated by their body language and facial expressions.","Based on their facial expressions and body language, they appear to be happy and content. They are smiling and laughing, and their posture is relaxed and comfortable. Overall, the person in the video seems to be enjoying themselves and having a good time.","It is difficult to determine the person's emotions based solely on their actions in the video. However, the person appears to be focused on their phone and is not interacting with anyone else in the room.",0.073971717,0.053101259,0.043074593,0,0,0,F,Ses01F_impro01_F015
11,What is the emotional state of the character in this video?,fru,"The character in the video appears to be experiencing a range of emotions, including confusion and frustration.","?
The character in the video appears to be in a state of shock or disbelief. This can be inferred from their facial expressions and body language, which suggest a strong emotional response to the events unfolding in the video.","It is difficult to determine the emotional state of the character in this video as there is no clear indication of their emotions. However, the character appears to be focused on the task at hand, which is reading the paper.",0.08699038,0.050034443,0.047735711,50,0,0,F,Ses01F_impro01_F015
12,Can you identify the emotion shown in this video?,fru,"The video captures a person in a state of concentration or contemplation, as evidenced by their focused gaze and the handling of what appears to be a sheet of paper.","?
The man in the video appears to be in a state of shock or disbelief. His facial expression and body language suggest that he is experiencing a strong emotional response to something he has seen or heard. It is possible that he is reacting to an unexpected event or piece of information that he was not prepared for. Overall, the video captures a moment of intense emotional experience for the man.",The video does not provide enough information to determine the emotions of the people in the video.,0.061229957,0.073171409,0.030996042,0,0,0,F,Ses01F_impro01_F015
13,What emotion is being conveyed by the person in this clip?,fru,The person in this clip appears to be conveying a sense of distress or concern.,"?
The person in the clip seems to be expressing a strong emotion, possibly anger or frustration, as they are yelling into the camera. It is difficult to determine the exact emotion being conveyed without more context, but it is clear that the person is expressing a strong emotion.",The person in the clip appears to be feeling a sense of boredom or disinterest.,0.051111277,0.059287606,0.029840278,0,100,0,F,Ses01F_impro01_F015
14,How would you describe the mood of this video?,fru,The mood of the video is calm and focused.,"It seems to be a lighthearted and humorous take on the challenges of being a woman in a male-dominated world. The women in the video appear to be enjoying themselves and having a good time, which adds to the overall positive and uplifting tone of the video. Overall, the video seems to be a fun and entertaining way to explore the experiences of women in a male-dominated world.",The video does not provide enough information to determine the mood of the scene.,0.049762352,0.080338058,0.03042198,0,0,0,F,Ses01F_impro01_F015
15,What is the dominant emotion in this video?,fru,The dominant emotion in this video is calmness and focus.,"?
The dominant emotion in this video is a sense of calm and tranquility. The video captures the beauty of nature and the peacefulness that can be found in it. The man in the video seems to be enjoying the moment and appreciating the natural beauty around him. Overall, the video conveys a sense of peace and tranquility.",It is difficult to determine the dominant emotion in this video as the people in the video are not expressing any strong emotions. They seem to be going about their business in a neutral manner.,0.046218394,0.066097548,0.047263438,0,0,0,F,Ses01F_impro01_F015
16,What emotions are noticeable in this video?,fru,The emotions noticeable in this video are curiosity and concentration.,"?
The video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video seems to be sad and disappointed. The little girl in the video also appears to be happy and content. Overall, the video captures a range of emotions, including happiness, sadness, and surprise.",The video does not provide any information about the emotions of the people in the video.,0.050423554,0.100245904,0.029417451,0,0,0,F,Ses01F_impro01_F015
17,What is the emotional expression of the person in the video?,fru,The person in the video appears to be engaged and focused on reading.,"?
The person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem",The video does not provide any information about the emotional expression of the person in the video.,0.048267442,0.08750536,0.030389908,0,0,0,F,Ses01F_impro01_F015
