True Emotion,Predicted Emotion,Time Taken (s),Average Time(s),Count,Gender,Model Name,WAV File,Accuracy,,,,,,
neu,hap,0.909907103,0.015963283,57,M,VideoLLaMA2-7B,Ses01M_script02_1_M009,0,,,,,,
neu,hap,26.46917677,0.128491149,206,M,MiniCPM-V-2_6,Ses01M_script02_1_M010,0,,,,,,
neu,"hap
",40.02022862,0.194272954,206,M,sharegpt4video-8b,Ses01M_script02_1_M010,0,,,,,,
neu,hap,3.157608747,0.015328198,206,M,VideoLLaMA2-7B,Ses01M_script02_1_M010,0,,,,,,
neu,hap,20.71593738,0.131948646,157,M,MiniCPM-V-2_6,Ses01M_script02_1_M011,0,,,,,,
neu,"hap
",33.05468893,0.21053942,157,M,sharegpt4video-8b,Ses01M_script02_1_M011,0,,,,,,
neu,hap,2.423774242,0.015438052,157,M,VideoLLaMA2-7B,Ses01M_script02_1_M011,0,,,,,,
xxx,hap,30.32578039,0.11846008,256,M,MiniCPM-V-2_6,Ses01M_script02_1_M012,0,,,,,,
xxx,"hap
",52.23746443,0.204052595,256,M,sharegpt4video-8b,Ses01M_script02_1_M012,0,,,,,,
xxx,sad,3.330951691,0.01301153,256,M,VideoLLaMA2-7B,Ses01M_script02_1_M012,0,,,,,,
xxx,hap,27.21406412,0.125410434,217,M,MiniCPM-V-2_6,Ses01M_script02_1_M013,0,,,,,,
xxx,"hap
",45.56729937,0.209987555,217,M,sharegpt4video-8b,Ses01M_script02_1_M013,0,,,,,,
xxx,neu,3.258955956,0.01501823,217,M,VideoLLaMA2-7B,Ses01M_script02_1_M013,0,,,,,,
exc,hap,66.06366658,0.126316762,523,M,MiniCPM-V-2_6,Ses01M_script02_1_M014,0,,,,,,
exc,"hap
",104.6951385,0.200181909,523,M,sharegpt4video-8b,Ses01M_script02_1_M014,0,,,,,,
exc,hap,6.984523773,0.01335473,523,M,VideoLLaMA2-7B,Ses01M_script02_1_M014,0,,,,,,
xxx,hap,12.2004168,0.122004168,100,M,MiniCPM-V-2_6,Ses01M_script02_1_M015,0,,,,,,
xxx,"hap
",21.61667562,0.216166756,100,M,sharegpt4video-8b,Ses01M_script02_1_M015,0,,,,,,
xxx,hap,1.967045069,0.019670451,100,M,VideoLLaMA2-7B,Ses01M_script02_1_M015,0,,,,,,
exc,neu,13.90062189,0.131137942,106,M,MiniCPM-V-2_6,Ses01M_script02_1_M016,0,,,,,,
exc,"hap
",22.11397243,0.208622381,106,M,sharegpt4video-8b,Ses01M_script02_1_M016,0,,,,,,
exc,hap,1.66976428,0.015752493,106,M,VideoLLaMA2-7B,Ses01M_script02_1_M016,0,,,,,,
exc,sur,16.02119637,0.119561167,134,M,MiniCPM-V-2_6,Ses01M_script02_1_M017,0,,,,,,
exc,"hap
",29.42154455,0.219563765,134,M,sharegpt4video-8b,Ses01M_script02_1_M017,0,,,,,,
exc,hap,2.105080366,0.015709555,134,M,VideoLLaMA2-7B,Ses01M_script02_1_M017,0,,,,,,
xxx,hap,10.69889426,0.125869344,85,M,MiniCPM-V-2_6,Ses01M_script02_1_M018,0,,,,,,
xxx,"hap
",18.22354388,0.214394634,85,M,sharegpt4video-8b,Ses01M_script02_1_M018,0,,,,,,
xxx,hap,1.314458847,0.015464222,85,M,VideoLLaMA2-7B,Ses01M_script02_1_M018,0,,,,,,
xxx,hap,10.17532158,0.101753216,100,M,MiniCPM-V-2_6,Ses01M_script02_1_M019,0,,,,,,
xxx,"hap
",19.76220512,0.197622051,100,M,sharegpt4video-8b,Ses01M_script02_1_M019,0,,,,,,
xxx,hap,1.932206631,0.019322066,100,M,VideoLLaMA2-7B,Ses01M_script02_1_M019,0,,,,,,
fru,neu,11.34792733,0.12895372,88,M,MiniCPM-V-2_6,Ses01M_script02_1_M020,0,,,,,,
fru,"hap
",19.3969481,0.220419865,88,M,sharegpt4video-8b,Ses01M_script02_1_M020,0,,,,,,
fru,hap,1.716823816,0.019509362,88,M,VideoLLaMA2-7B,Ses01M_script02_1_M020,0,,,,,,
fru,hap,24.97868848,0.115109163,217,M,MiniCPM-V-2_6,Ses01M_script02_1_M021,0,,,,,,
fru,"hap
",40.21598649,0.185327127,217,M,sharegpt4video-8b,Ses01M_script02_1_M021,0,,,,,,
fru,neu,3.700226545,0.017051735,217,M,VideoLLaMA2-7B,Ses01M_script02_1_M021,0,,,,,,
neu,hap,6.547668457,0.128385656,51,M,MiniCPM-V-2_6,Ses01M_script02_1_M022,0,,,,,,
neu,"hap
",10.90422916,0.213808415,51,M,sharegpt4video-8b,Ses01M_script02_1_M022,0,,,,,,
neu,hap,0.906823635,0.017780856,51,M,VideoLLaMA2-7B,Ses01M_script02_1_M022,0,,,,,,
neu,neu,11.38651371,0.130879468,87,M,MiniCPM-V-2_6,Ses01M_script02_1_M023,1,,,,,,
neu,"hap
",16.02854824,0.184236187,87,M,sharegpt4video-8b,Ses01M_script02_1_M023,0,,,,,,
neu,neu,1.500087976,0.017242391,87,M,VideoLLaMA2-7B,Ses01M_script02_1_M023,1,,,,,,
fru,hap,30.95282507,0.126338062,245,M,MiniCPM-V-2_6,Ses01M_script02_1_M024,0,,,,,,
fru,"hap
",48.88253403,0.199520547,245,M,sharegpt4video-8b,Ses01M_script02_1_M024,0,,,,,,
fru,hap,3.344273806,0.013650097,245,M,VideoLLaMA2-7B,Ses01M_script02_1_M024,0,,,,,,
xxx,neu,7.036756039,0.117279267,60,M,MiniCPM-V-2_6,Ses01M_script02_1_M025,0,,,,,,
xxx,"hap
",12.3378191,0.205630318,60,M,sharegpt4video-8b,Ses01M_script02_1_M025,0,,,,,,
xxx,sad,0.928191185,0.015469853,60,M,VideoLLaMA2-7B,Ses01M_script02_1_M025,0,,,,,,
fru,hap,7.642354488,0.136470616,56,M,MiniCPM-V-2_6,Ses01M_script02_1_M026,0,,,,,,
fru,"hap
",12.19095755,0.21769567,56,M,sharegpt4video-8b,Ses01M_script02_1_M026,0,,,,,,
fru,hap,0.950479507,0.016972848,56,M,VideoLLaMA2-7B,Ses01M_script02_1_M026,0,,,,,,
fru,fru,19.29248571,0.118358808,163,M,MiniCPM-V-2_6,Ses01M_script02_1_M027,1,,,,,,
fru,"hap
",34.65202618,0.212589118,163,M,sharegpt4video-8b,Ses01M_script02_1_M027,0,,,,,,
fru,hap,3.054993391,0.018742291,163,M,VideoLLaMA2-7B,Ses01M_script02_1_M027,0,,,,,,
ang,neu,36.77489734,0.124660669,295,M,MiniCPM-V-2_6,Ses01M_script02_1_M028,0,,,,,,
ang,"hap
",59.16682863,0.200565521,295,M,sharegpt4video-8b,Ses01M_script02_1_M028,0,,,,,,
ang,hap,4.360458851,0.014781216,295,M,VideoLLaMA2-7B,Ses01M_script02_1_M028,0,,,,,,
xxx,hap,56.97286725,0.12889789,442,M,MiniCPM-V-2_6,Ses01M_script02_1_M029,0,,,,,,
xxx,"hap
",87.46238041,0.197878689,442,M,sharegpt4video-8b,Ses01M_script02_1_M029,0,,,,,,
xxx,hap,6.655061007,0.015056699,442,M,VideoLLaMA2-7B,Ses01M_script02_1_M029,0,,,,,,
neu,hap,6.245163202,0.12745231,49,M,MiniCPM-V-2_6,Ses01M_script02_1_M030,0,,,,,,
neu,"hap
",10.50110269,0.214308218,49,M,sharegpt4video-8b,Ses01M_script02_1_M030,0,,,,,,
neu,hap,0.921854973,0.018813367,49,M,VideoLLaMA2-7B,Ses01M_script02_1_M030,0,,,,,,
exc,hap,52.58652902,0.111412138,472,M,MiniCPM-V-2_6,Ses01M_script02_1_M031,0,,,,,,
exc,"hap
",95.30197001,0.201910953,472,M,sharegpt4video-8b,Ses01M_script02_1_M031,0,,,,,,
exc,hap,7.45792222,0.015800683,472,M,VideoLLaMA2-7B,Ses01M_script02_1_M031,0,,,,,,
exc,hap,30.74275732,0.126513405,243,M,MiniCPM-V-2_6,Ses01M_script02_1_M032,0,,,,,,
exc,"hap
",46.5952816,0.19175013,243,M,sharegpt4video-8b,Ses01M_script02_1_M032,0,,,,,,
exc,hap,3.811425924,0.01568488,243,M,VideoLLaMA2-7B,Ses01M_script02_1_M032,0,,,,,,
xxx,hap,6.954694271,0.126448987,55,M,MiniCPM-V-2_6,Ses01M_script02_1_M033,0,,,,,,
xxx,"hap
",11.90677142,0.216486753,55,M,sharegpt4video-8b,Ses01M_script02_1_M033,0,,,,,,
xxx,hap,0.938832521,0.017069682,55,M,VideoLLaMA2-7B,Ses01M_script02_1_M033,0,,,,,,
fru,neu,11.86009383,0.126171211,94,M,MiniCPM-V-2_6,Ses01M_script02_1_M034,0,,,,,,
fru,"hap
",18.11949062,0.192760539,94,M,sharegpt4video-8b,Ses01M_script02_1_M034,0,,,,,,
fru,neu,1.588795424,0.016902079,94,M,VideoLLaMA2-7B,Ses01M_script02_1_M034,0,,,,,,
fru,neu,28.80388021,0.128588751,224,M,MiniCPM-V-2_6,Ses01M_script02_1_M035,0,,,,,,
fru,"hap
",46.11947656,0.20589052,224,M,sharegpt4video-8b,Ses01M_script02_1_M035,0,,,,,,
fru,hap,3.774636507,0.016851056,224,M,VideoLLaMA2-7B,Ses01M_script02_1_M035,0,,,,,,
fru,hap,29.52433538,0.122507616,241,M,MiniCPM-V-2_6,Ses01M_script02_1_M036,0,,,,,,
fru,"hap
",46.64126158,0.193532206,241,M,sharegpt4video-8b,Ses01M_script02_1_M036,0,,,,,,
fru,hap,3.762554169,0.015612258,241,M,VideoLLaMA2-7B,Ses01M_script02_1_M036,0,,,,,,
neu,hap,8.735939026,0.128469692,68,M,MiniCPM-V-2_6,Ses01M_script02_1_M037,0,,,,,,
neu,"hap
",15.68054104,0.230596192,68,M,sharegpt4video-8b,Ses01M_script02_1_M037,0,,,,,,
neu,hap,1.330044031,0.019559471,68,M,VideoLLaMA2-7B,Ses01M_script02_1_M037,0,,,,,,
xxx,neu,16.11632776,0.114300197,141,M,MiniCPM-V-2_6,Ses01M_script02_1_M038,0,,,,,,
xxx,"hap
",28.74640679,0.203875225,141,M,sharegpt4video-8b,Ses01M_script02_1_M038,0,,,,,,
xxx,hap,2.321127653,0.016461898,141,M,VideoLLaMA2-7B,Ses01M_script02_1_M038,0,,,,,,
neu,neu,44.77595091,0.125422832,357,M,MiniCPM-V-2_6,Ses01M_script02_1_M039,1,,,,,,
neu,"hap
",70.61670923,0.197805908,357,M,sharegpt4video-8b,Ses01M_script02_1_M039,0,,,,,,
neu,sad,5.591180801,0.015661571,357,M,VideoLLaMA2-7B,Ses01M_script02_1_M039,0,,,,,,
exc,neu,31.19971299,0.126828102,246,M,MiniCPM-V-2_6,Ses01M_script02_1_M040,0,,,,,,
exc,"hap
",47.31963348,0.192356234,246,M,sharegpt4video-8b,Ses01M_script02_1_M040,0,,,,,,
exc,sad,3.673433542,0.014932657,246,M,VideoLLaMA2-7B,Ses01M_script02_1_M040,0,,,,,,
exc,hap,33.48799086,0.125894702,266,M,MiniCPM-V-2_6,Ses01M_script02_1_M041,0,,,,,,
exc,"hap
",52.884516,0.19881397,266,M,sharegpt4video-8b,Ses01M_script02_1_M041,0,,,,,,
exc,hap,4.156675339,0.015626599,266,M,VideoLLaMA2-7B,Ses01M_script02_1_M041,0,,,,,,
exc,hap,42.1618638,0.125109388,337,M,MiniCPM-V-2_6,Ses01M_script02_1_M042,0,,,,,,
exc,"hap
",67.17030549,0.199318414,337,M,sharegpt4video-8b,Ses01M_script02_1_M042,0,,,,,,
exc,hap,5.571983337,0.016534075,337,M,VideoLLaMA2-7B,Ses01M_script02_1_M042,0,,,,,,
exc,hap,29.72782874,0.117501299,253,M,MiniCPM-V-2_6,Ses01M_script02_1_M043,0,,,,,,
exc,"hap
",52.1605103,0.206168025,253,M,sharegpt4video-8b,Ses01M_script02_1_M043,0,,,,,,
exc,hap,3.675336599,0.014527022,253,M,VideoLLaMA2-7B,Ses01M_script02_1_M043,0,,,,,,
exc,neu,26.81973553,0.116607546,230,M,MiniCPM-V-2_6,Ses01M_script02_1_M044,0,,,,,,
exc,"hap
",48.14000177,0.209304356,230,M,sharegpt4video-8b,Ses01M_script02_1_M044,0,,,,,,
exc,hap,3.604843378,0.015673232,230,M,VideoLLaMA2-7B,Ses01M_script02_1_M044,0,,,,,,
exc,neu,27.26624227,0.117526906,232,M,MiniCPM-V-2_6,Ses01M_script02_1_M045,0,,,,,,
exc,"hap
",48.86984706,0.210645892,232,M,sharegpt4video-8b,Ses01M_script02_1_M045,0,,,,,,
exc,hap,3.600721836,0.015520353,232,M,VideoLLaMA2-7B,Ses01M_script02_1_M045,0,,,,,,
exc,neu,28.91061878,0.117522841,246,M,MiniCPM-V-2_6,Ses01M_script02_1_M046,0,,,,,,
exc,"hap
",51.632617,0.209888687,246,M,sharegpt4video-8b,Ses01M_script02_1_M046,0,,,,,,
exc,hap,3.688770056,0.014995,246,M,VideoLLaMA2-7B,Ses01M_script02_1_M046,0,,,,,,
neu,fru,7.447893858,0.126235489,59,F,MiniCPM-V-2_6,Ses01F_impro01_F000,0,,,,,,
neu,"hap
",10.86387277,0.184133437,59,F,sharegpt4video-8b,Ses01F_impro01_F000,0,,,,,,
neu,neu,0.837879181,0.014201342,59,F,VideoLLaMA2-7B,Ses01F_impro01_F000,1,,,,,,
neu,neu,4.93810463,0.114839643,43,F,MiniCPM-V-2_6,Ses01F_impro01_F001,1,,,,,,
neu,"hap
",8.972516537,0.208663175,43,F,sharegpt4video-8b,Ses01F_impro01_F001,0,,,,,,
neu,neu,0.876994133,0.020395212,43,F,VideoLLaMA2-7B,Ses01F_impro01_F001,1,,,,,,
neu,fru,12.5995357,0.134037614,94,F,MiniCPM-V-2_6,Ses01F_impro01_F002,0,,,,,,
neu,"hap
",20.80780363,0.221359613,94,F,sharegpt4video-8b,Ses01F_impro01_F002,0,,,,,,
neu,neu,1.808340788,0.019237668,94,F,VideoLLaMA2-7B,Ses01F_impro01_F002,1,,,,,,
xxx,neu,5.981541395,0.130033509,46,F,MiniCPM-V-2_6,Ses01F_impro01_F003,0,,,,,,
xxx,"hap
",9.891888618,0.215041057,46,F,sharegpt4video-8b,Ses01F_impro01_F003,0,,,,,,
xxx,neu,0.86229372,0.018745516,46,F,VideoLLaMA2-7B,Ses01F_impro01_F003,0,,,,,,
xxx,neu,12.01089835,0.116610664,103,F,MiniCPM-V-2_6,Ses01F_impro01_F004,0,,,,,,
xxx,"hap
",20.96604514,0.203553836,103,F,sharegpt4video-8b,Ses01F_impro01_F004,0,,,,,,
xxx,neu,1.854150534,0.018001461,103,F,VideoLLaMA2-7B,Ses01F_impro01_F004,0,,,,,,
neu,neu,15.42797852,0.12645884,122,F,MiniCPM-V-2_6,Ses01F_impro01_F005,1,,,,,,
neu,"hap
",25.48030496,0.208854959,122,F,sharegpt4video-8b,Ses01F_impro01_F005,0,,,,,,
neu,neu,1.685975313,0.01381947,122,F,VideoLLaMA2-7B,Ses01F_impro01_F005,1,,,,,,
fru,neu,16.92431211,0.120887944,140,F,MiniCPM-V-2_6,Ses01F_impro01_F006,0,,,,,,
fru,"hap
",30.65140152,0.218938582,140,F,sharegpt4video-8b,Ses01F_impro01_F006,0,,,,,,
fru,neu,2.279299736,0.016280712,140,F,VideoLLaMA2-7B,Ses01F_impro01_F006,0,,,,,,
fru,neu,21.72024012,0.128522131,169,F,MiniCPM-V-2_6,Ses01F_impro01_F007,0,,,,,,
fru,"hap
",32.23872948,0.190761713,169,F,sharegpt4video-8b,Ses01F_impro01_F007,0,,,,,,
fru,neu,2.69851613,0.015967551,169,F,VideoLLaMA2-7B,Ses01F_impro01_F007,0,,,,,,
fru,fru,10.46963525,0.130870441,80,F,MiniCPM-V-2_6,Ses01F_impro01_F008,1,,,,,,
fru,"hap
",18.10015464,0.226251933,80,F,sharegpt4video-8b,Ses01F_impro01_F008,0,,,,,,
fru,neu,1.508457661,0.018855721,80,F,VideoLLaMA2-7B,Ses01F_impro01_F008,0,,,,,,
fru,neu,15.92675972,0.128441611,124,F,MiniCPM-V-2_6,Ses01F_impro01_F009,0,,,,,,
fru,"hap
",22.60279775,0.182280627,124,F,sharegpt4video-8b,Ses01F_impro01_F009,0,,,,,,
fru,neu,1.819670677,0.014674764,124,F,VideoLLaMA2-7B,Ses01F_impro01_F009,0,,,,,,
xxx,fru,11.58017063,0.130114277,89,F,MiniCPM-V-2_6,Ses01F_impro01_F010,0,,,,,,
xxx,"hap
",19.83902287,0.222910369,89,F,sharegpt4video-8b,Ses01F_impro01_F010,0,,,,,,
xxx,neu,1.707007408,0.019179859,89,F,VideoLLaMA2-7B,Ses01F_impro01_F010,0,,,,,,
fru,neu,36.16294289,0.122586247,295,F,MiniCPM-V-2_6,Ses01F_impro01_F011,0,,,,,,
fru,"hap
",61.16440773,0.207336975,295,F,sharegpt4video-8b,Ses01F_impro01_F011,0,,,,,,
fru,neu,4.86381197,0.016487498,295,F,VideoLLaMA2-7B,Ses01F_impro01_F011,0,,,,,,
ang,fru,9.746439457,0.117426981,83,F,MiniCPM-V-2_6,Ses01F_impro01_F012,0,,,,,,
ang,"hap
",15.33825827,0.184798292,83,F,sharegpt4video-8b,Ses01F_impro01_F012,0,,,,,,
ang,neu,1.625883102,0.019588953,83,F,VideoLLaMA2-7B,Ses01F_impro01_F012,0,,,,,,
fru,neu,13.11278963,0.1298296,101,F,MiniCPM-V-2_6,Ses01F_impro01_F013,0,,,,,,
fru,"hap
",22.02887607,0.218107684,101,F,sharegpt4video-8b,Ses01F_impro01_F013,0,,,,,,
fru,neu,1.838731289,0.01820526,101,F,VideoLLaMA2-7B,Ses01F_impro01_F013,0,,,,,,
neu,neu,19.50604272,0.127490475,153,F,MiniCPM-V-2_6,Ses01F_impro01_F014,1,,,,,,
neu,"hap
",29.80742693,0.194819784,153,F,sharegpt4video-8b,Ses01F_impro01_F014,0,,,,,,
neu,neu,2.614915848,0.017090953,153,F,VideoLLaMA2-7B,Ses01F_impro01_F014,1,,,,,,
fru,neu,10.63360596,0.126590547,84,F,MiniCPM-V-2_6,Ses01F_impro01_F015,0,,,,,,
fru,"hap
",18.41060853,0.219173911,84,F,sharegpt4video-8b,Ses01F_impro01_F015,0,,,,,,
fru,neu,1.600262165,0.01905074,84,F,VideoLLaMA2-7B,Ses01F_impro01_F015,0,,,,,,
sad,fru,15.9649024,0.130859856,122,M,MiniCPM-V-2_6,Ses01M_impro06_M000,0,,,,,,
sad,"hap
",22.55921006,0.184911558,122,M,sharegpt4video-8b,Ses01M_impro06_M000,0,,,,,,
sad,sad,1.922774553,0.015760447,122,M,VideoLLaMA2-7B,Ses01M_impro06_M000,1,,,,,,
sad,neu,14.53852844,0.128659544,113,M,MiniCPM-V-2_6,Ses01M_impro06_M001,0,,,,,,
sad,"hap
",23.86271477,0.211174467,113,M,sharegpt4video-8b,Ses01M_impro06_M001,0,,,,,,
sad,sad,1.987056971,0.017584575,113,M,VideoLLaMA2-7B,Ses01M_impro06_M001,1,,,,,,
sad,neu,16.63368583,0.127951429,130,M,MiniCPM-V-2_6,Ses01M_impro06_M002,0,,,,,,
sad,"hap
",25.16437578,0.193572121,130,M,sharegpt4video-8b,Ses01M_impro06_M002,0,,,,,,
sad,sad,2.30859828,0.017758448,130,M,VideoLLaMA2-7B,Ses01M_impro06_M002,1,,,,,,
sad,neu,13.76242661,0.126260795,109,M,MiniCPM-V-2_6,Ses01M_impro06_M003,0,,,,,,
sad,"hap
",23.09075856,0.211841822,109,M,sharegpt4video-8b,Ses01M_impro06_M003,0,,,,,,
sad,sad,1.836689711,0.016850364,109,M,VideoLLaMA2-7B,Ses01M_impro06_M003,1,,,,,,
sad,neu,14.61327672,0.124899801,117,M,MiniCPM-V-2_6,Ses01M_impro06_M004,0,,,,,,
sad,"hap
",21.57686472,0.184417647,117,M,sharegpt4video-8b,Ses01M_impro06_M004,0,,,,,,
sad,sad,1.902240276,0.016258464,117,M,VideoLLaMA2-7B,Ses01M_impro06_M004,1,,,,,,
sad,fru,13.56220937,0.129163899,105,M,MiniCPM-V-2_6,Ses01M_impro06_M005,0,,,,,,
sad,"hap
",22.33083868,0.212674654,105,M,sharegpt4video-8b,Ses01M_impro06_M005,0,,,,,,
sad,sad,1.985672712,0.018911169,105,M,VideoLLaMA2-7B,Ses01M_impro06_M005,1,,,,,,
sad,neu,57.41947722,0.122691191,468,M,MiniCPM-V-2_6,Ses01M_impro06_M006,0,,,,,,
sad,"hap
",93.83481836,0.200501749,468,M,sharegpt4video-8b,Ses01M_impro06_M006,0,,,,,,
sad,sad,7.593212605,0.016224813,468,M,VideoLLaMA2-7B,Ses01M_impro06_M006,1,,,,,,
sad,neu,15.5764811,0.128731249,121,M,MiniCPM-V-2_6,Ses01M_impro06_M007,0,,,,,,
sad,"hap
",24.59128332,0.203233746,121,M,sharegpt4video-8b,Ses01M_impro06_M007,0,,,,,,
sad,sad,1.893319368,0.015647268,121,M,VideoLLaMA2-7B,Ses01M_impro06_M007,1,,,,,,
sad,neu,16.79778314,0.130215373,129,M,MiniCPM-V-2_6,Ses01M_impro06_M008,0,,,,,,
sad,"hap
",26.61682963,0.206332013,129,M,sharegpt4video-8b,Ses01M_impro06_M008,0,,,,,,
sad,sad,2.07049036,0.016050313,129,M,VideoLLaMA2-7B,Ses01M_impro06_M008,1,,,,,,
sad,neu,10.96907759,0.107539976,102,M,MiniCPM-V-2_6,Ses01M_impro06_M009,0,,,,,,
sad,"hap
",18.91734505,0.185464167,102,M,sharegpt4video-8b,Ses01M_impro06_M009,0,,,,,,
sad,sad,1.952715874,0.019144273,102,M,VideoLLaMA2-7B,Ses01M_impro06_M009,1,,,,,,
sad,neu,13.70918608,0.130563677,105,M,MiniCPM-V-2_6,Ses01M_impro06_M010,0,,,,,,
sad,"hap
",22.53073049,0.214578386,105,M,sharegpt4video-8b,Ses01M_impro06_M010,0,,,,,,
sad,sad,1.944944382,0.01852328,105,M,VideoLLaMA2-7B,Ses01M_impro06_M010,1,,,,,,
sad,neu,24.32519484,0.122854519,198,M,MiniCPM-V-2_6,Ses01M_impro06_M011,0,,,,,,
sad,"hap
",41.90833521,0.211658259,198,M,sharegpt4video-8b,Ses01M_impro06_M011,0,,,,,,
sad,sad,3.530580521,0.017831215,198,M,VideoLLaMA2-7B,Ses01M_impro06_M011,1,,,,,,
sad,neu,5.6730721,0.128933457,44,M,MiniCPM-V-2_6,Ses01M_impro06_M012,0,,,,,,
sad,"hap
",9.453729868,0.214857497,44,M,sharegpt4video-8b,Ses01M_impro06_M012,0,,,,,,
sad,sad,1.000124931,0.022730112,44,M,VideoLLaMA2-7B,Ses01M_impro06_M012,1,,,,,,
sad,neu,18.28288198,0.117954077,155,M,MiniCPM-V-2_6,Ses01M_impro06_M013,0,,,,,,
sad,"hap
",32.68415546,0.210865519,155,M,sharegpt4video-8b,Ses01M_impro06_M013,0,,,,,,
sad,sad,2.967118025,0.019142697,155,M,VideoLLaMA2-7B,Ses01M_impro06_M013,1,,,,,,
sad,neu,11.83021879,0.118302188,100,M,MiniCPM-V-2_6,Ses01M_impro06_M014,0,,,,,,
sad,"hap
",21.06291747,0.210629175,100,M,sharegpt4video-8b,Ses01M_impro06_M014,0,,,,,,
sad,sad,1.911972523,0.019119725,100,M,VideoLLaMA2-7B,Ses01M_impro06_M014,1,,,,,,
sad,neu,19.66086698,0.130204417,151,M,MiniCPM-V-2_6,Ses01M_impro06_M015,0,,,,,,
sad,"hap
",31.30484486,0.207316853,151,M,sharegpt4video-8b,Ses01M_impro06_M015,0,,,,,,
sad,sad,2.544783354,0.01685287,151,M,VideoLLaMA2-7B,Ses01M_impro06_M015,1,,,,,,
sad,neu,8.177693367,0.120260197,68,M,MiniCPM-V-2_6,Ses01M_impro06_M016,0,,,,,,
sad,"hap
",15.42232537,0.226798903,68,M,sharegpt4video-8b,Ses01M_impro06_M016,0,,,,,,
sad,sad,1.405303955,0.020666235,68,M,VideoLLaMA2-7B,Ses01M_impro06_M016,1,,,,,,
sad,neu,90.50563097,0.126936369,713,M,MiniCPM-V-2_6,Ses01M_impro06_M017,0,,,,,,
sad,"hap
",144.1491177,0.202172676,713,M,sharegpt4video-8b,Ses01M_impro06_M017,0,,,,,,
sad,sad,10.93386149,0.015335009,713,M,VideoLLaMA2-7B,Ses01M_impro06_M017,1,,,,,,
sad,neu,15.37408447,0.130288851,118,M,MiniCPM-V-2_6,Ses01M_impro06_M018,0,,,,,,
sad,"hap
",24.71751618,0.209470476,118,M,sharegpt4video-8b,Ses01M_impro06_M018,0,,,,,,
sad,sad,1.850377798,0.015681168,118,M,VideoLLaMA2-7B,Ses01M_impro06_M018,1,,,,,,
sad,neu,10.16601872,0.11685079,87,M,MiniCPM-V-2_6,Ses01M_impro06_M019,0,,,,,,
sad,"hap
",17.87348008,0.2054423,87,M,sharegpt4video-8b,Ses01M_impro06_M019,0,,,,,,
sad,sad,1.734000683,0.019931042,87,M,VideoLLaMA2-7B,Ses01M_impro06_M019,1,,,,,,
sad,neu,5.629019499,0.13090743,43,M,MiniCPM-V-2_6,Ses01M_impro06_M020,0,,,,,,
sad,"hap
",9.57098341,0.22258101,43,M,sharegpt4video-8b,Ses01M_impro06_M020,0,,,,,,
sad,sad,0.959058762,0.022303692,43,M,VideoLLaMA2-7B,Ses01M_impro06_M020,1,,,,,,
sad,fru,8.450185537,0.130002854,65,M,MiniCPM-V-2_6,Ses01M_impro06_M021,0,,,,,,
sad,"hap
",15.38263035,0.236655852,65,M,sharegpt4video-8b,Ses01M_impro06_M021,0,,,,,,
sad,sad,1.362594604,0.020962994,65,M,VideoLLaMA2-7B,Ses01M_impro06_M021,1,,,,,,
sad,neu,10.36968207,0.111501958,93,M,MiniCPM-V-2_6,Ses01M_impro06_M022,0,,,,,,
sad,"hap
",17.9792192,0.193324938,93,M,sharegpt4video-8b,Ses01M_impro06_M022,0,,,,,,
sad,sad,1.876172066,0.020173893,93,M,VideoLLaMA2-7B,Ses01M_impro06_M022,1,,,,,,
sad,neu,11.45917749,0.128754803,89,M,MiniCPM-V-2_6,Ses01M_impro06_M023,0,,,,,,
sad,"hap
",19.74894857,0.221898299,89,M,sharegpt4video-8b,Ses01M_impro06_M023,0,,,,,,
sad,sad,1.743633747,0.01959139,89,M,VideoLLaMA2-7B,Ses01M_impro06_M023,1,,,,,,
sad,neu,17.14929652,0.129918913,132,M,MiniCPM-V-2_6,Ses01M_impro06_M024,0,,,,,,
sad,"hap
",25.96860671,0.196731869,132,M,sharegpt4video-8b,Ses01M_impro06_M024,0,,,,,,
sad,sad,2.228059292,0.016879237,132,M,VideoLLaMA2-7B,Ses01M_impro06_M024,1,,,,,,
sad,neu,5.44280386,0.132751314,41,M,MiniCPM-V-2_6,Ses01M_impro06_M025,0,,,,,,
sad,"hap
",9.395886183,0.229167956,41,M,sharegpt4video-8b,Ses01M_impro06_M025,0,,,,,,
sad,sad,1.051146746,0.025637726,41,M,VideoLLaMA2-7B,Ses01M_impro06_M025,1,,,,,,
sad,neu,11.58272791,0.131621908,88,M,MiniCPM-V-2_6,Ses01M_impro06_M026,0,,,,,,
sad,"hap
",19.31992245,0.219544573,88,M,sharegpt4video-8b,Ses01M_impro06_M026,0,,,,,,
sad,sad,1.847742558,0.020997075,88,M,VideoLLaMA2-7B,Ses01M_impro06_M026,1,,,,,,
sad,neu,7.854215145,0.126680889,62,M,MiniCPM-V-2_6,Ses01M_impro06_M027,0,,,,,,
sad,"hap
",11.48187685,0.185191562,62,M,sharegpt4video-8b,Ses01M_impro06_M027,0,,,,,,
sad,sad,0.925132513,0.014921492,62,M,VideoLLaMA2-7B,Ses01M_impro06_M027,1,,,,,,
sad,neu,16.03265786,0.121459529,132,M,MiniCPM-V-2_6,Ses01M_impro06_M028,0,,,,,,
sad,"hap
",28.45534587,0.215570802,132,M,sharegpt4video-8b,Ses01M_impro06_M028,0,,,,,,
